,,Total,,Total Consumer,,Usership,,,,,,Suatainability advocacy,,,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,,Total Investor,,,,Investment,,,,,,highest proportion investment,,,,,,,,Industry,,,,,,Suatainability advocacy,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,
,,Total,,Total Consumer,,Total,,CRC user,,Non CRC user,,Total,,Will buy the product/service even if it is more expensive than the regular product/service,,Will buy the product/service even if it is much more expensive than the regular product/service,,Will buy the product/service regardless of the price,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,,Total Investor,,2,,Total,,CRC invester,,CRC non invester,,Total,,PTT,,CPALL,,OR,,Total,,Retail,,Non retail,,Total,,4,,5,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,>55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,
,,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N
,1 [=1],1%,3,0%,1,1%,1,1%,1,,,,,,,,,,,0%,1,2%,1,,,,,,,1%,1,,,,,2%,1,0%,1,,,1%,1,0%,1,,,,,1%,1,,,0%,1,,,1%,1,,,3%,1,,,,,0%,1,,,,,0%,1,,,1%,2,1%,2,3%,1,1%,1,2%,2,,,3%,1,4%,1,1%,2,1%,1,1%,1,1%,1,,,1%,1,1%,2,,,,,2%,2,,,2%,2,2%,1,,,6%,1,1%,2,1%,1,1%,1,1%,2,,,1%,1,,,4%,1,,,0%,1,,,1%,1,,,3%,1,,,,,1%,2,2%,1,,,2%,1
,2 [=2],1%,3,1%,3,1%,2,1%,1,3%,1,,,,,,,,,1%,3,2%,1,,,1%,1,1%,1,1%,2,,,1%,1,2%,1,1%,3,,,2%,3,1%,3,,,2%,2,1%,1,,,1%,3,1%,1,1%,2,2%,1,,,2%,1,,,1%,3,,,,,1%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,3,1%,1,1%,2,2%,1,,,2%,1,,,,,,,,,,
,3 [=3],0%,2,1%,2,1%,1,1%,1,,,,,,,,,,,1%,2,,,,,1%,1,1%,1,1%,1,,,,,2%,1,1%,2,,,1%,2,1%,2,,,2%,2,,,,,1%,2,1%,2,,,,,,,,,,,1%,2,,,,,1%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,2,1%,2,,,,,,,,,,,,,,,,,,
,4 [=4],0%,1,0%,1,1%,1,1%,1,,,,,,,,,,,0%,1,,,,,1%,1,,,1%,1,,,,,2%,1,0%,1,,,1%,1,0%,1,,,1%,1,,,,,0%,1,1%,1,,,,,,,,,,,0%,1,,,,,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1,1%,1,,,,,,,,,,,,,,,,,,
,5 [=5],6%,31,7%,25,6%,11,4%,7,10%,4,3%,5,2%,1,7%,3,2%,1,7%,25,5%,2,12%,5,6%,9,9%,9,6%,11,,,1%,1,20%,10,7%,25,5%,8,10%,17,7%,25,10%,6,8%,9,3%,3,11%,7,7%,25,7%,12,8%,13,7%,3,10%,4,9%,4,5%,2,7%,25,5%,2,8%,7,8%,16,,,3%,6,3%,6,,,4%,6,5%,6,,,8%,3,13%,3,3%,6,6%,6,,,3%,4,5%,3,1%,1,3%,6,5%,1,7%,2,3%,3,,,4%,4,,,,,24%,4,3%,6,3%,3,3%,3,3%,6,,,3%,2,2%,1,4%,1,10%,2,7%,25,7%,12,8%,13,7%,3,10%,4,9%,4,5%,2,3%,6,2%,1,3%,2,7%,3
,6 [=6],9%,47,9%,30,8%,16,8%,12,10%,4,8%,12,11%,7,9%,4,2%,1,9%,30,10%,4,10%,4,8%,12,11%,10,8%,16,1%,1,11%,8,14%,7,9%,30,12%,20,6%,10,9%,30,8%,5,7%,8,12%,12,8%,5,9%,30,9%,15,9%,15,13%,6,5%,2,7%,3,10%,4,9%,30,8%,3,6%,5,10%,22,,,9%,17,9%,17,6%,2,10%,15,7%,8,4%,2,13%,5,4%,1,9%,17,6%,6,13%,11,8%,12,16%,9,3%,3,9%,17,16%,3,7%,2,11%,10,5%,2,12%,13,6%,3,14%,6,24%,4,9%,17,14%,13,4%,4,9%,17,15%,2,12%,9,2%,1,14%,4,5%,1,9%,30,9%,15,9%,15,13%,6,5%,2,7%,3,10%,4,9%,17,12%,8,7%,5,9%,4
,7 [=7],13%,67,14%,46,13%,25,11%,17,21%,8,10%,16,15%,9,16%,7,,,14%,46,12%,5,19%,8,13%,20,14%,13,13%,25,4%,3,19%,14,16%,8,14%,46,14%,23,13%,23,14%,46,18%,11,9%,10,11%,11,22%,14,14%,46,13%,22,14%,24,11%,5,18%,7,14%,6,15%,6,14%,46,15%,6,13%,11,14%,29,,,11%,21,11%,21,13%,4,11%,17,12%,13,8%,4,13%,5,17%,4,11%,21,11%,11,12%,10,11%,17,21%,12,5%,5,11%,21,5%,1,3%,1,11%,10,22%,9,10%,11,4%,2,14%,6,18%,3,11%,21,12%,11,11%,10,11%,21,,,10%,7,15%,7,11%,3,19%,4,14%,46,13%,22,14%,24,11%,5,18%,7,14%,6,15%,6,11%,21,8%,5,10%,7,20%,9
,8 [=8],18%,95,19%,64,18%,36,18%,28,21%,8,14%,21,18%,11,13%,6,8%,4,19%,64,14%,6,24%,10,19%,30,19%,18,18%,36,12%,9,29%,21,12%,6,19%,64,19%,31,19%,33,19%,64,25%,15,20%,22,16%,16,17%,11,19%,64,17%,28,21%,36,26%,12,23%,9,23%,10,12%,5,19%,64,21%,8,26%,22,16%,34,,,17%,31,17%,31,10%,3,18%,28,17%,19,18%,9,13%,5,21%,5,17%,31,12%,12,22%,19,16%,26,27%,15,11%,11,17%,31,16%,3,24%,7,17%,16,12%,5,17%,19,4%,2,32%,14,18%,3,17%,31,21%,20,12%,11,17%,31,15%,2,21%,15,15%,7,4%,1,29%,6,19%,64,17%,28,21%,36,26%,12,23%,9,23%,10,12%,5,17%,31,18%,12,14%,10,20%,9
,9 [=9],16%,84,18%,61,17%,33,18%,28,13%,5,21%,33,18%,11,29%,13,18%,9,18%,61,19%,8,21%,9,16%,25,20%,19,17%,33,18%,14,19%,14,10%,5,18%,61,19%,30,18%,31,18%,61,18%,11,16%,17,20%,20,20%,13,18%,61,19%,31,18%,30,11%,5,10%,4,23%,10,27%,11,18%,61,21%,8,18%,15,18%,38,,,13%,23,13%,23,26%,8,10%,15,11%,12,14%,7,5%,2,13%,3,13%,23,14%,14,10%,9,13%,20,11%,6,14%,14,13%,23,32%,6,3%,1,16%,15,2%,1,19%,21,21%,11,23%,10,,,13%,23,16%,15,9%,8,13%,23,8%,1,8%,6,15%,7,18%,5,19%,4,18%,61,19%,31,18%,30,11%,5,10%,4,23%,10,27%,11,13%,23,14%,9,14%,10,9%,4
,Most willing to recommend [=10],35%,183,30%,100,35%,70,39%,63,18%,7,42%,65,34%,21,27%,12,65%,32,30%,100,36%,15,14%,6,35%,55,25%,24,35%,70,65%,50,19%,14,12%,6,30%,100,30%,49,29%,51,30%,100,20%,12,35%,38,37%,37,20%,13,30%,100,31%,52,28%,48,30%,14,31%,12,21%,9,32%,13,30%,100,26%,10,29%,25,31%,65,,,45%,83,45%,83,42%,13,46%,70,46%,52,56%,28,45%,17,29%,7,45%,83,48%,47,42%,36,50%,79,20%,11,66%,68,45%,83,26%,5,55%,16,40%,38,59%,24,38%,43,63%,33,18%,8,12%,2,45%,83,33%,31,58%,52,45%,83,62%,8,45%,33,52%,25,46%,13,19%,4,30%,100,31%,52,28%,48,30%,14,31%,12,21%,9,32%,13,45%,83,45%,29,53%,39,33%,15
,Promoters [9-10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Passives [7-8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Detractors [0-6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K5) Brand willingness to pay price premium,Total,100%,519,100%,336,100%,199,100%,160,100%,39,100%,155,100%,61,100%,45,100%,49,100%,336,100%,42,100%,42,100%,157,100%,95,100%,199,100%,77,100%,73,100%,49,100%,336,100%,161,100%,175,100%,336,100%,61,100%,109,100%,101,100%,65,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,336,100%,39,100%,85,100%,212,,,100%,183,100%,183,100%,31,100%,152,100%,112,100%,50,100%,38,100%,24,100%,183,100%,97,100%,86,100%,159,100%,56,100%,103,100%,183,100%,19,100%,29,100%,94,100%,41,100%,113,100%,52,100%,44,100%,17,100%,183,100%,94,100%,89,100%,183,100%,13,100%,73,100%,48,100%,28,100%,21,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,183,100%,65,100%,73,100%,45
,Will not purchase/use product/service [=1],2%,10,3%,9,3%,5,2%,3,5%,2,3%,4,2%,1,4%,2,2%,1,3%,9,2%,1,,,3%,4,4%,4,3%,5,,,3%,2,6%,3,3%,9,2%,3,3%,6,3%,9,3%,2,4%,4,1%,1,3%,2,3%,9,4%,6,2%,3,,,3%,1,2%,1,2%,1,3%,9,5%,2,1%,1,3%,6,,,1%,1,1%,1,,,1%,1,1%,1,,,3%,1,,,1%,1,,,1%,1,1%,1,,,1%,1,1%,1,,,,,1%,1,,,1%,1,2%,1,,,,,1%,1,,,1%,1,1%,1,,,,,,,4%,1,,,3%,9,4%,6,2%,3,,,3%,1,2%,1,2%,1,1%,1,2%,1,,,,
,Will only purchase/use product/service if the price is the same as the cheapest company [=2],28%,144,30%,102,30%,60,28%,45,38%,15,8%,12,10%,6,9%,4,4%,2,30%,102,14%,6,36%,15,34%,54,28%,27,30%,60,17%,13,27%,20,55%,27,30%,102,31%,50,30%,52,30%,102,21%,13,28%,31,34%,34,37%,24,30%,102,25%,41,36%,61,41%,19,41%,16,35%,15,27%,11,30%,102,28%,11,28%,24,32%,67,,,23%,42,23%,42,16%,5,24%,37,23%,26,14%,7,34%,13,25%,6,23%,42,19%,18,28%,24,19%,31,30%,17,14%,14,23%,42,26%,5,24%,7,27%,25,12%,5,27%,30,15%,8,32%,14,47%,8,23%,42,31%,29,15%,13,23%,42,15%,2,23%,17,21%,10,21%,6,33%,7,30%,102,25%,41,36%,61,41%,19,41%,16,35%,15,27%,11,23%,42,18%,12,18%,13,38%,17
,Will purchase/use product/service even if it is slightly more expensive than the cheapest company [=3],22%,112,21%,69,22%,44,24%,38,15%,6,10%,15,11%,7,11%,5,6%,3,21%,69,26%,11,24%,10,21%,33,16%,15,22%,44,17%,13,30%,22,18%,9,21%,69,23%,37,18%,32,21%,69,31%,19,11%,12,21%,21,26%,17,21%,69,19%,31,22%,38,20%,9,21%,8,21%,9,29%,12,21%,69,15%,6,22%,19,21%,44,,,23%,43,23%,43,29%,9,22%,34,18%,20,20%,10,13%,5,21%,5,23%,43,19%,18,29%,25,22%,35,32%,18,17%,17,23%,43,16%,3,10%,3,29%,27,24%,10,27%,30,21%,11,27%,12,41%,7,23%,43,32%,30,15%,13,23%,43,,,19%,14,27%,13,25%,7,43%,9,21%,69,19%,31,22%,38,20%,9,21%,8,21%,9,29%,12,23%,43,22%,14,18%,13,36%,16
,Will purchase/use product/service even if it is significantly more expensive than the cheapest company [=4],14%,72,14%,46,14%,28,13%,20,21%,8,23%,35,16%,10,44%,20,10%,5,14%,46,7%,3,19%,8,16%,25,11%,10,14%,28,14%,11,18%,13,8%,4,14%,46,14%,22,14%,24,14%,46,13%,8,16%,17,11%,11,15%,10,14%,46,18%,30,9%,16,4%,2,10%,4,12%,5,12%,5,14%,46,13%,5,12%,10,15%,31,,,14%,26,14%,26,16%,5,14%,21,14%,16,12%,6,11%,4,25%,6,14%,26,15%,15,13%,11,16%,25,21%,12,13%,13,14%,26,26%,5,10%,3,15%,14,10%,4,17%,19,15%,8,25%,11,,,14%,26,15%,14,13%,12,14%,26,,,18%,13,6%,3,25%,7,14%,3,14%,46,18%,30,9%,16,4%,2,10%,4,12%,5,12%,5,14%,26,18%,12,12%,9,11%,5
,Will purchase/use product/service even if it is more expensive than other companies [=5],13%,70,15%,49,13%,26,14%,23,8%,3,26%,41,44%,27,27%,12,4%,2,15%,49,24%,10,14%,6,10%,16,18%,17,13%,26,18%,14,14%,10,4%,2,15%,49,13%,21,16%,28,15%,49,10%,6,20%,22,16%,16,8%,5,15%,49,16%,27,13%,22,7%,3,10%,4,26%,11,10%,4,15%,49,10%,4,18%,15,14%,30,,,11%,21,11%,21,16%,5,11%,16,10%,11,12%,6,8%,3,8%,2,11%,21,9%,9,14%,12,12%,19,9%,5,14%,14,11%,21,16%,3,3%,1,13%,12,12%,5,13%,15,19%,10,9%,4,6%,1,11%,21,15%,14,8%,7,11%,21,46%,6,7%,5,13%,6,14%,4,,,15%,49,16%,27,13%,22,7%,3,10%,4,26%,11,10%,4,11%,21,20%,13,8%,6,4%,2
,Will not purchase/use product/service unless it is the cheapest available [=6],21%,111,18%,61,18%,36,19%,31,13%,5,31%,48,16%,10,4%,2,73%,36,18%,61,26%,11,7%,3,16%,25,23%,22,18%,36,34%,26,8%,6,8%,4,18%,61,17%,28,19%,33,18%,61,21%,13,21%,23,18%,18,11%,7,18%,61,19%,32,17%,29,28%,13,15%,6,5%,2,20%,8,18%,61,28%,11,19%,16,16%,34,,,27%,50,27%,50,23%,7,28%,43,34%,38,42%,21,32%,12,21%,5,27%,50,38%,37,15%,13,30%,48,7%,4,43%,44,27%,50,16%,3,52%,15,16%,15,41%,17,16%,18,27%,14,7%,3,6%,1,27%,50,7%,7,48%,43,27%,50,38%,5,33%,24,33%,16,11%,3,10%,2,18%,61,19%,32,17%,29,28%,13,15%,6,5%,2,20%,8,27%,50,20%,13,44%,32,11%,5
K1) Brand familiarity,Total,100%,600,100%,371,100%,205,100%,163,100%,42,100%,174,100%,67,100%,52,100%,55,100%,371,100%,48,100%,49,100%,157,100%,117,100%,205,100%,79,100%,73,100%,53,100%,371,100%,186,100%,185,100%,371,100%,68,100%,115,100%,123,100%,65,100%,371,100%,184,100%,187,100%,48,100%,42,100%,48,100%,49,100%,371,100%,45,100%,94,100%,232,,,100%,229,100%,229,100%,31,100%,198,100%,147,100%,69,100%,51,100%,27,100%,229,100%,131,100%,98,100%,203,100%,62,100%,141,100%,229,100%,18,100%,47,100%,96,100%,68,100%,114,100%,54,100%,44,100%,16,100%,229,100%,116,100%,113,100%,229,100%,27,100%,82,100%,59,100%,35,100%,26,100%,371,100%,184,100%,187,100%,48,100%,42,100%,48,100%,49,100%,229,100%,76,100%,99,100%,54
,Unfamiliar [=1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Not very familiar [=2],1%,6,1%,4,,,,,,,1%,2,3%,2,,,,,1%,4,,,2%,1,,,3%,3,,,,,,,,,1%,4,,,2%,4,1%,4,3%,2,1%,1,1%,1,,,1%,4,2%,3,1%,1,2%,1,,,,,,,1%,4,7%,3,,,0%,1,,,1%,2,1%,2,,,1%,2,1%,2,,,,,7%,2,1%,2,1%,1,1%,1,1%,2,3%,2,,,1%,2,6%,1,,,1%,1,,,2%,2,,,,,13%,2,1%,2,1%,1,1%,1,1%,2,,,1%,1,,,,,4%,1,1%,4,2%,3,1%,1,2%,1,,,,,,,1%,2,,,1%,1,2%,1
,Neutral [=3],8%,47,10%,38,9%,19,10%,16,7%,3,9%,15,10%,7,10%,5,5%,3,10%,38,10%,5,12%,6,9%,14,11%,13,9%,19,1%,1,5%,4,26%,14,10%,38,8%,15,12%,23,10%,38,13%,9,13%,15,7%,8,9%,6,10%,38,10%,18,11%,20,8%,4,21%,9,8%,4,6%,3,10%,38,7%,3,7%,7,12%,28,,,4%,9,4%,9,3%,1,4%,8,5%,7,1%,1,6%,3,11%,3,4%,9,5%,7,2%,2,2%,5,3%,2,2%,3,4%,9,11%,2,,,4%,4,4%,3,5%,6,,,2%,1,31%,5,4%,9,4%,5,4%,4,4%,9,,,4%,3,2%,1,9%,3,8%,2,10%,38,10%,18,11%,20,8%,4,21%,9,8%,4,6%,3,4%,9,3%,2,1%,1,11%,6
,Somewhat familiar [=4],29%,174,33%,122,29%,60,28%,45,36%,15,26%,45,30%,20,35%,18,13%,7,33%,122,27%,13,35%,17,30%,47,38%,45,29%,60,23%,18,30%,22,38%,20,33%,122,41%,76,25%,46,33%,122,26%,18,30%,35,37%,45,37%,24,33%,122,39%,71,27%,51,42%,20,21%,9,23%,11,22%,11,33%,122,36%,16,26%,24,35%,82,,,23%,52,23%,52,23%,7,23%,45,22%,32,19%,13,22%,11,30%,8,23%,52,22%,29,23%,23,20%,41,50%,31,7%,10,23%,52,22%,4,23%,11,28%,27,15%,10,27%,31,15%,8,45%,20,19%,3,23%,52,28%,33,17%,19,23%,52,15%,4,28%,23,17%,10,20%,7,31%,8,33%,122,39%,71,27%,51,42%,20,21%,9,23%,11,22%,11,23%,52,22%,17,22%,22,24%,13
,Very familiar [=5],62%,373,56%,207,61%,126,63%,102,57%,24,64%,112,57%,38,56%,29,82%,45,56%,207,63%,30,51%,25,61%,96,48%,56,61%,126,76%,60,64%,47,36%,19,56%,207,51%,95,61%,112,56%,207,57%,39,56%,64,56%,69,54%,35,56%,207,50%,92,61%,115,48%,23,57%,24,69%,33,71%,35,56%,207,51%,23,67%,63,52%,121,,,72%,166,72%,166,74%,23,72%,143,72%,106,80%,55,73%,37,52%,14,72%,166,72%,94,73%,72,76%,155,44%,27,91%,128,72%,166,61%,11,77%,36,67%,64,81%,55,66%,75,85%,46,52%,23,38%,6,72%,166,66%,77,79%,89,72%,166,85%,23,67%,55,81%,48,71%,25,58%,15,56%,207,50%,92,61%,115,48%,23,57%,24,69%,33,71%,35,72%,166,75%,57,76%,75,63%,34
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2) Brand admire,Total,100%,600,100%,371,100%,205,100%,163,100%,42,100%,174,100%,67,100%,52,100%,55,100%,371,100%,48,100%,49,100%,157,100%,117,100%,205,100%,79,100%,73,100%,53,100%,371,100%,186,100%,185,100%,371,100%,68,100%,115,100%,123,100%,65,100%,371,100%,184,100%,187,100%,48,100%,42,100%,48,100%,49,100%,371,100%,45,100%,94,100%,232,,,100%,229,100%,229,100%,31,100%,198,100%,147,100%,69,100%,51,100%,27,100%,229,100%,131,100%,98,100%,203,100%,62,100%,141,100%,229,100%,18,100%,47,100%,96,100%,68,100%,114,100%,54,100%,44,100%,16,100%,229,100%,116,100%,113,100%,229,100%,27,100%,82,100%,59,100%,35,100%,26,100%,371,100%,184,100%,187,100%,48,100%,42,100%,48,100%,49,100%,229,100%,76,100%,99,100%,54
,Strongly unadmired [=1],0%,2,1%,2,,,,,,,,,,,,,,,1%,2,,,2%,1,,,1%,1,,,,,,,,,1%,2,1%,2,,,1%,2,,,,,2%,2,,,1%,2,1%,1,1%,1,2%,1,,,,,,,1%,2,,,,,1%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,2,1%,1,1%,1,2%,1,,,,,,,,,,,,,,
,Somewhat unadmired [=2],1%,5,0%,1,0%,1,1%,1,,,,,,,,,,,0%,1,,,,,1%,1,,,0%,1,1%,1,,,,,0%,1,,,1%,1,0%,1,,,1%,1,,,,,0%,1,,,1%,1,,,,,2%,1,,,0%,1,,,1%,1,,,,,2%,4,2%,4,,,2%,4,1%,2,,,2%,1,4%,1,2%,4,1%,1,3%,3,1%,2,3%,2,,,2%,4,,,2%,1,3%,3,,,3%,3,,,5%,2,6%,1,2%,4,2%,2,2%,2,2%,4,,,1%,1,2%,1,3%,1,4%,1,0%,1,,,1%,1,,,,,2%,1,,,2%,4,3%,2,1%,1,2%,1
,Neutral [=3],13%,80,17%,64,17%,34,14%,23,26%,11,10%,18,13%,9,12%,6,5%,3,17%,64,15%,7,14%,7,17%,27,20%,23,17%,34,3%,2,11%,8,45%,24,17%,64,17%,32,17%,32,17%,64,22%,15,20%,23,13%,16,15%,10,17%,64,21%,38,14%,26,17%,8,21%,9,8%,4,10%,5,17%,64,11%,5,12%,11,21%,48,,,7%,16,7%,16,13%,4,6%,12,9%,13,1%,1,12%,6,22%,6,7%,16,8%,10,6%,6,3%,7,10%,6,1%,1,7%,16,17%,3,2%,1,13%,12,,,13%,15,,,14%,6,56%,9,7%,16,9%,11,4%,5,7%,16,4%,1,7%,6,5%,3,9%,3,12%,3,17%,64,21%,38,14%,26,17%,8,21%,9,8%,4,10%,5,7%,16,5%,4,3%,3,17%,9
,Somewhat admired [=4],35%,210,39%,145,38%,77,37%,61,38%,16,26%,45,30%,20,37%,19,11%,6,39%,145,33%,16,49%,24,39%,61,38%,44,38%,77,25%,20,52%,38,36%,19,39%,145,38%,71,40%,74,39%,145,43%,29,36%,41,39%,48,42%,27,39%,145,38%,69,41%,76,46%,22,48%,20,38%,18,33%,16,39%,145,36%,16,39%,37,40%,92,,,28%,65,28%,65,32%,10,28%,55,25%,37,20%,14,25%,13,37%,10,28%,65,23%,30,36%,35,28%,56,56%,35,15%,21,28%,65,33%,6,19%,9,36%,35,22%,15,36%,41,26%,14,55%,24,19%,3,28%,65,34%,39,23%,26,28%,65,22%,6,27%,22,24%,14,40%,14,35%,9,39%,145,38%,69,41%,76,46%,22,48%,20,38%,18,33%,16,28%,65,26%,20,26%,26,35%,19
,Strongly admired [=5],51%,303,43%,159,45%,93,48%,78,36%,15,64%,111,57%,38,52%,27,84%,46,43%,159,52%,25,35%,17,43%,68,42%,49,45%,93,71%,56,37%,27,19%,10,43%,159,44%,81,42%,78,43%,159,35%,24,43%,50,46%,57,43%,28,43%,159,41%,76,44%,83,35%,17,31%,13,52%,25,57%,28,43%,159,53%,24,48%,45,39%,90,,,63%,144,63%,144,55%,17,64%,127,65%,95,78%,54,61%,31,37%,10,63%,144,69%,90,55%,54,68%,138,31%,19,84%,119,63%,144,50%,9,77%,36,48%,46,78%,53,48%,55,74%,40,27%,12,19%,3,63%,144,55%,64,71%,80,63%,144,74%,20,65%,53,69%,41,49%,17,50%,13,43%,159,41%,76,44%,83,35%,17,31%,13,52%,25,57%,28,63%,144,66%,50,70%,69,46%,25
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K3) Brand trusted,Total,100%,600,100%,371,100%,205,100%,163,100%,42,100%,174,100%,67,100%,52,100%,55,100%,371,100%,48,100%,49,100%,157,100%,117,100%,205,100%,79,100%,73,100%,53,100%,371,100%,186,100%,185,100%,371,100%,68,100%,115,100%,123,100%,65,100%,371,100%,184,100%,187,100%,48,100%,42,100%,48,100%,49,100%,371,100%,45,100%,94,100%,232,,,100%,229,100%,229,100%,31,100%,198,100%,147,100%,69,100%,51,100%,27,100%,229,100%,131,100%,98,100%,203,100%,62,100%,141,100%,229,100%,18,100%,47,100%,96,100%,68,100%,114,100%,54,100%,44,100%,16,100%,229,100%,116,100%,113,100%,229,100%,27,100%,82,100%,59,100%,35,100%,26,100%,371,100%,184,100%,187,100%,48,100%,42,100%,48,100%,49,100%,229,100%,76,100%,99,100%,54
,No trust at all [=1],1%,3,1%,2,,,,,,,,,,,,,,,1%,2,,,2%,1,,,1%,1,,,,,,,,,1%,2,1%,2,,,1%,2,,,,,2%,2,,,1%,2,1%,1,1%,1,2%,1,,,,,,,1%,2,,,,,1%,2,,,0%,1,0%,1,,,1%,1,1%,1,,,2%,1,,,0%,1,,,1%,1,0%,1,2%,1,,,0%,1,,,2%,1,,,,,,,,,,,,,0%,1,,,1%,1,0%,1,,,,,,,,,4%,1,1%,2,1%,1,1%,1,2%,1,,,,,,,0%,1,,,1%,1,,
