,,Total,,Total Consumer,,Usership,,,,,,Suatainability advocacy,,,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,,Total Investor,,,,Investment,,,,,,highest proportion investment,,,,,,,,Industry,,,,,,Suatainability advocacy,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,
,,Total,,Total Consumer,,Total,,CRC user,,Non CRC user,,Total,,Will buy the product/service even if it is more expensive than the regular product/service,,Will buy the product/service even if it is much more expensive than the regular product/service,,Will buy the product/service regardless of the price,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,,Total Investor,,2,,Total,,CRC invester,,CRC non invester,,Total,,PTT,,CPALL,,OR,,Total,,Retail,,Non retail,,Total,,4,,5,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,>55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,
,,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N
,9 [=9],16%,78,17%,55,15%,30,17%,27,8%,3,18%,27,26%,14,14%,6,13%,7,17%,55,13%,5,19%,8,16%,25,19%,17,15%,30,27%,20,13%,9,2%,1,17%,55,16%,25,18%,30,17%,55,16%,10,16%,17,16%,16,20%,12,17%,55,17%,27,17%,28,6%,3,15%,6,24%,10,24%,9,17%,55,11%,4,18%,15,17%,36,,,14%,23,14%,23,27%,7,12%,16,12%,12,14%,6,9%,3,14%,3,14%,23,15%,13,13%,10,16%,22,6%,3,22%,19,14%,23,14%,2,16%,4,15%,14,10%,3,15%,16,19%,9,17%,7,,,14%,23,18%,15,11%,8,14%,23,15%,2,14%,9,18%,7,15%,4,6%,1,17%,55,17%,27,17%,28,6%,3,15%,6,24%,10,24%,9,14%,23,17%,10,16%,10,8%,3
,Most willing to recommend [=10],29%,143,26%,84,31%,60,35%,55,13%,5,41%,61,25%,13,33%,14,64%,34,26%,84,28%,11,17%,7,31%,49,19%,17,31%,60,58%,43,18%,13,8%,4,26%,84,24%,38,27%,46,26%,84,21%,13,35%,37,24%,24,17%,10,26%,84,29%,46,23%,38,15%,7,28%,11,19%,8,32%,12,26%,84,38%,14,24%,20,24%,50,,,37%,59,37%,59,35%,9,37%,50,39%,39,43%,19,48%,16,18%,4,37%,59,38%,32,36%,27,41%,57,9%,5,61%,52,37%,59,21%,3,44%,11,37%,34,37%,11,35%,37,68%,32,12%,5,,,37%,59,27%,23,48%,36,37%,59,38%,5,38%,25,48%,19,27%,7,19%,3,26%,84,29%,46,23%,38,15%,7,28%,11,19%,8,32%,12,37%,59,39%,23,42%,27,24%,9
,Promoters [9-10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Passives [7-8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Detractors [0-6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K5) Brand willingness to pay price premium,Total,100%,487,100%,327,100%,195,100%,156,100%,39,100%,149,100%,53,100%,43,100%,53,100%,327,100%,39,100%,42,100%,156,100%,90,100%,195,100%,74,100%,72,100%,49,100%,327,100%,157,100%,170,100%,327,100%,61,100%,106,100%,101,100%,59,100%,327,100%,160,100%,167,100%,48,100%,39,100%,42,100%,38,100%,327,100%,37,100%,83,100%,207,,,100%,160,100%,160,100%,26,100%,134,100%,99,100%,44,100%,33,100%,22,100%,160,100%,84,100%,76,100%,138,100%,53,100%,85,100%,160,100%,14,100%,25,100%,91,100%,30,100%,105,100%,47,100%,42,100%,16,100%,160,100%,85,100%,75,100%,160,100%,13,100%,65,100%,40,100%,26,100%,16,100%,327,100%,160,100%,167,100%,48,100%,39,100%,42,100%,38,100%,160,100%,59,100%,64,100%,37
,Will not purchase/use product/service [=1],3%,15,4%,13,4%,7,3%,5,5%,2,1%,2,2%,1,,,2%,1,4%,13,3%,1,10%,4,4%,6,2%,2,4%,7,1%,1,1%,1,10%,5,4%,13,5%,8,3%,5,4%,13,7%,4,3%,3,3%,3,5%,3,4%,13,4%,6,4%,7,4%,2,3%,1,2%,1,8%,3,4%,13,11%,4,1%,1,4%,8,,,1%,2,1%,2,,,1%,2,1%,1,2%,1,,,,,1%,2,,,3%,2,1%,1,2%,1,,,1%,2,,,4%,1,1%,1,,,1%,1,,,2%,1,,,1%,2,1%,1,1%,1,1%,2,,,2%,1,3%,1,,,,,4%,13,4%,6,4%,7,4%,2,3%,1,2%,1,8%,3,1%,2,,,2%,1,3%,1
,Will only purchase/use product/service if the price is the same as the cheapest company [=2],30%,147,32%,106,32%,63,30%,47,41%,16,7%,10,8%,4,9%,4,4%,2,32%,106,13%,5,33%,14,37%,58,32%,29,32%,63,16%,12,33%,24,55%,27,32%,106,31%,48,34%,58,32%,106,23%,14,32%,34,39%,39,32%,19,32%,106,31%,49,34%,57,40%,19,41%,16,24%,10,32%,12,32%,106,16%,6,34%,28,35%,72,,,26%,41,26%,41,19%,5,27%,36,23%,23,14%,6,33%,11,27%,6,26%,41,25%,21,26%,20,22%,30,32%,17,15%,13,26%,41,29%,4,20%,5,32%,29,10%,3,31%,33,17%,8,36%,15,63%,10,26%,41,29%,25,21%,16,26%,41,15%,2,18%,12,25%,10,35%,9,50%,8,32%,106,31%,49,34%,57,40%,19,41%,16,24%,10,32%,12,26%,41,22%,13,16%,10,49%,18
,Will purchase/use product/service even if it is slightly more expensive than the cheapest company [=3],22%,105,19%,63,23%,44,24%,38,15%,6,14%,21,15%,8,21%,9,8%,4,19%,63,26%,10,14%,6,22%,34,14%,13,23%,44,23%,17,26%,19,16%,8,19%,63,20%,31,19%,32,19%,63,23%,14,14%,15,16%,16,31%,18,19%,63,19%,31,19%,32,13%,6,21%,8,33%,14,11%,4,19%,63,14%,5,14%,12,22%,46,,,26%,42,26%,42,31%,8,25%,34,20%,20,20%,9,15%,5,27%,6,26%,42,19%,16,34%,26,27%,37,36%,19,21%,18,26%,42,43%,6,16%,4,26%,24,27%,8,29%,30,28%,13,29%,12,31%,5,26%,42,34%,29,17%,13,26%,42,23%,3,26%,17,25%,10,23%,6,38%,6,19%,63,19%,31,19%,32,13%,6,21%,8,33%,14,11%,4,26%,42,25%,15,30%,19,22%,8
,Will purchase/use product/service even if it is significantly more expensive than the cheapest company [=4],13%,63,14%,46,15%,29,13%,21,21%,8,23%,35,25%,13,49%,21,2%,1,14%,46,15%,6,19%,8,15%,23,10%,9,15%,29,16%,12,19%,14,6%,3,14%,46,16%,25,12%,21,14%,46,15%,9,14%,15,16%,16,10%,6,14%,46,16%,25,13%,21,10%,5,13%,5,14%,6,13%,5,14%,46,14%,5,18%,15,13%,26,,,11%,17,11%,17,23%,6,8%,11,13%,13,14%,6,9%,3,18%,4,11%,17,12%,10,9%,7,12%,16,11%,6,12%,10,11%,17,14%,2,4%,1,11%,10,13%,4,11%,12,9%,4,19%,8,,,11%,17,12%,10,9%,7,11%,17,,,12%,8,5%,2,19%,5,13%,2,14%,46,16%,25,13%,21,10%,5,13%,5,14%,6,13%,5,11%,17,15%,9,6%,4,11%,4
,Will purchase/use product/service even if it is more expensive than other companies [=5],13%,63,13%,43,12%,24,13%,20,10%,4,24%,36,43%,23,16%,7,11%,6,13%,43,21%,8,7%,3,10%,16,18%,16,12%,24,22%,16,10%,7,2%,1,13%,43,14%,22,12%,21,13%,43,11%,7,20%,21,10%,10,8%,5,13%,43,15%,24,11%,19,10%,5,5%,2,17%,7,13%,5,13%,43,16%,6,13%,11,13%,26,,,13%,20,13%,20,8%,2,13%,18,13%,13,23%,10,6%,2,5%,1,13%,20,13%,11,12%,9,13%,18,15%,8,12%,10,13%,20,,,12%,3,13%,12,17%,5,11%,12,15%,7,12%,5,,,13%,20,15%,13,9%,7,13%,20,31%,4,12%,8,10%,4,15%,4,,,13%,43,15%,24,11%,19,10%,5,5%,2,17%,7,13%,5,13%,20,17%,10,11%,7,8%,3
,Will not purchase/use product/service unless it is the cheapest available [=6],19%,94,17%,56,14%,28,16%,25,8%,3,30%,45,8%,4,5%,2,74%,39,17%,56,23%,9,17%,7,12%,19,23%,21,14%,28,22%,16,10%,7,10%,5,17%,56,15%,23,19%,33,17%,56,21%,13,17%,18,17%,17,14%,8,17%,56,16%,25,19%,31,23%,11,18%,7,10%,4,24%,9,17%,56,30%,11,19%,16,14%,29,,,24%,38,24%,38,19%,5,25%,33,29%,29,27%,12,36%,12,23%,5,24%,38,31%,26,16%,12,26%,36,4%,2,40%,34,24%,38,14%,2,44%,11,16%,15,33%,10,16%,17,32%,15,2%,1,6%,1,24%,38,8%,7,41%,31,24%,38,31%,4,29%,19,33%,13,8%,2,,,17%,56,16%,25,19%,31,23%,11,18%,7,10%,4,24%,9,24%,38,20%,12,36%,23,8%,3
K1) Brand familiarity,Total,100%,519,100%,336,100%,199,100%,160,100%,39,100%,155,100%,61,100%,45,100%,49,100%,336,100%,42,100%,42,100%,157,100%,95,100%,199,100%,77,100%,73,100%,49,100%,336,100%,161,100%,175,100%,336,100%,61,100%,109,100%,101,100%,65,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,336,100%,39,100%,85,100%,212,,,100%,183,100%,183,100%,31,100%,152,100%,112,100%,50,100%,38,100%,24,100%,183,100%,97,100%,86,100%,159,100%,56,100%,103,100%,183,100%,19,100%,29,100%,94,100%,41,100%,113,100%,52,100%,44,100%,17,100%,183,100%,94,100%,89,100%,183,100%,13,100%,73,100%,48,100%,28,100%,21,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,183,100%,65,100%,73,100%,45
,Unfamiliar [=1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Not very familiar [=2],2%,12,4%,12,3%,6,2%,3,8%,3,3%,5,7%,4,2%,1,,,4%,12,5%,2,5%,2,3%,4,4%,4,3%,6,,,4%,3,6%,3,4%,12,2%,4,5%,8,4%,12,10%,6,3%,3,1%,1,3%,2,4%,12,4%,6,4%,6,7%,3,3%,1,2%,1,2%,1,4%,12,10%,4,2%,2,3%,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,12,4%,6,4%,6,7%,3,3%,1,2%,1,2%,1,,,,,,,,
,Neutral [=3],9%,48,11%,36,8%,15,7%,11,10%,4,10%,15,13%,8,13%,6,2%,1,11%,36,14%,6,17%,7,6%,9,15%,14,8%,15,1%,1,7%,5,18%,9,11%,36,9%,14,13%,22,11%,36,10%,6,15%,16,8%,8,9%,6,11%,36,11%,18,11%,18,9%,4,13%,5,12%,5,10%,4,11%,36,13%,5,11%,9,10%,22,,,7%,12,7%,12,6%,2,7%,10,7%,8,2%,1,13%,5,8%,2,7%,12,10%,10,2%,2,6%,9,11%,6,3%,3,7%,12,11%,2,7%,2,6%,6,5%,2,7%,8,,,7%,3,29%,5,7%,12,7%,7,6%,5,7%,12,8%,1,8%,6,2%,1,7%,2,10%,2,11%,36,11%,18,11%,18,9%,4,13%,5,12%,5,10%,4,7%,12,6%,4,4%,3,11%,5
,Somewhat familiar [=4],31%,161,32%,106,30%,59,29%,47,31%,12,26%,40,28%,17,31%,14,18%,9,32%,106,26%,11,31%,13,31%,48,36%,34,30%,59,22%,17,38%,28,29%,14,32%,106,34%,55,29%,51,32%,106,36%,22,24%,26,34%,34,37%,24,32%,106,29%,48,34%,58,35%,16,33%,13,44%,19,24%,10,32%,106,26%,10,29%,25,33%,71,,,30%,55,30%,55,29%,9,30%,46,26%,29,22%,11,24%,9,38%,9,30%,55,28%,27,33%,28,27%,43,48%,27,16%,16,30%,55,37%,7,28%,8,32%,30,24%,10,33%,37,23%,12,48%,21,24%,4,30%,55,37%,35,22%,20,30%,55,8%,1,32%,23,35%,17,18%,5,43%,9,32%,106,29%,48,34%,58,35%,16,33%,13,44%,19,24%,10,30%,55,29%,19,23%,17,42%,19
,Very familiar [=5],57%,298,54%,182,60%,119,62%,99,51%,20,61%,95,52%,32,53%,24,80%,39,54%,182,55%,23,48%,20,61%,96,45%,43,60%,119,77%,59,51%,37,47%,23,54%,182,55%,88,54%,94,54%,182,44%,27,59%,64,57%,58,51%,33,54%,182,57%,95,51%,87,50%,23,51%,20,42%,18,63%,26,54%,182,51%,20,58%,49,53%,113,,,63%,116,63%,116,65%,20,63%,96,67%,75,76%,38,63%,24,54%,13,63%,116,62%,60,65%,56,67%,107,41%,23,82%,84,63%,116,53%,10,66%,19,62%,58,71%,29,60%,68,77%,40,45%,20,47%,8,63%,116,55%,52,72%,64,63%,116,85%,11,60%,44,63%,30,75%,21,48%,10,54%,182,57%,95,51%,87,50%,23,51%,20,42%,18,63%,26,63%,116,65%,42,73%,53,47%,21
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2) Brand admire,Total,100%,519,100%,336,100%,199,100%,160,100%,39,100%,155,100%,61,100%,45,100%,49,100%,336,100%,42,100%,42,100%,157,100%,95,100%,199,100%,77,100%,73,100%,49,100%,336,100%,161,100%,175,100%,336,100%,61,100%,109,100%,101,100%,65,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,336,100%,39,100%,85,100%,212,,,100%,183,100%,183,100%,31,100%,152,100%,112,100%,50,100%,38,100%,24,100%,183,100%,97,100%,86,100%,159,100%,56,100%,103,100%,183,100%,19,100%,29,100%,94,100%,41,100%,113,100%,52,100%,44,100%,17,100%,183,100%,94,100%,89,100%,183,100%,13,100%,73,100%,48,100%,28,100%,21,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,183,100%,65,100%,73,100%,45
,Strongly unadmired [=1],0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,1,1%,1,,,1%,1,1%,1,,,3%,1,,,1%,1,,,1%,1,1%,1,,,1%,1,1%,1,,,,,1%,1,,,1%,1,2%,1,,,,,1%,1,,,1%,1,1%,1,,,,,,,4%,1,,,,,,,,,,,,,,,,,1%,1,2%,1,,,,
,Somewhat unadmired [=2],1%,5,1%,5,2%,4,1%,2,5%,2,1%,2,2%,1,,,2%,1,1%,5,,,,,3%,4,1%,1,2%,4,,,1%,1,6%,3,1%,5,1%,1,2%,4,1%,5,2%,1,1%,1,1%,1,3%,2,1%,5,2%,3,1%,2,,,3%,1,2%,1,,,1%,5,3%,1,1%,1,1%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,5,2%,3,1%,2,,,3%,1,2%,1,,,,,,,,,,
,Neutral [=3],13%,68,16%,55,12%,24,10%,16,21%,8,10%,16,10%,6,18%,8,4%,2,16%,55,12%,5,29%,12,12%,19,20%,19,12%,24,3%,2,11%,8,29%,14,16%,55,16%,25,17%,30,16%,55,15%,9,19%,21,16%,16,14%,9,16%,55,15%,25,18%,30,17%,8,23%,9,16%,7,15%,6,16%,55,18%,7,14%,12,17%,36,,,7%,13,7%,13,6%,2,7%,11,7%,8,2%,1,8%,3,17%,4,7%,13,9%,9,5%,4,6%,9,11%,6,3%,3,7%,13,11%,2,7%,2,10%,9,,,10%,11,6%,3,5%,2,35%,6,7%,13,10%,9,4%,4,7%,13,,,11%,8,2%,1,11%,3,5%,1,16%,55,15%,25,18%,30,17%,8,23%,9,16%,7,15%,6,7%,13,6%,4,3%,2,16%,7
,Somewhat admired [=4],40%,207,41%,138,42%,83,40%,64,49%,19,34%,52,43%,26,36%,16,20%,10,41%,138,40%,17,52%,22,42%,66,35%,33,42%,83,32%,25,52%,38,41%,20,41%,138,43%,69,39%,69,41%,138,51%,31,33%,36,35%,35,55%,36,41%,138,41%,69,41%,69,43%,20,36%,14,47%,20,37%,15,41%,138,33%,13,46%,39,41%,86,,,38%,69,38%,69,39%,12,38%,57,35%,39,28%,14,37%,14,46%,11,38%,69,35%,34,41%,35,35%,56,59%,33,22%,23,38%,69,32%,6,28%,8,43%,40,37%,15,41%,46,21%,11,61%,27,47%,8,38%,69,45%,42,30%,27,38%,69,15%,2,33%,24,46%,22,29%,8,62%,13,41%,138,41%,69,41%,69,43%,20,36%,14,47%,20,37%,15,38%,69,42%,27,29%,21,47%,21
,Strongly admired [=5],46%,238,41%,138,44%,88,49%,78,26%,10,55%,85,46%,28,47%,21,73%,36,41%,138,48%,20,19%,8,43%,68,44%,42,44%,88,65%,50,36%,26,24%,12,41%,138,41%,66,41%,72,41%,138,33%,20,47%,51,49%,49,28%,18,41%,138,42%,70,40%,68,39%,18,38%,15,35%,15,49%,20,41%,138,46%,18,39%,33,41%,87,,,55%,100,55%,100,55%,17,55%,83,57%,64,70%,35,53%,20,38%,9,55%,100,56%,54,53%,46,58%,93,30%,17,74%,76,55%,100,58%,11,66%,19,47%,44,63%,26,49%,55,71%,37,34%,15,18%,3,55%,100,46%,43,64%,57,55%,100,85%,11,56%,41,52%,25,57%,16,33%,7,41%,138,42%,70,40%,68,39%,18,38%,15,35%,15,49%,20,55%,100,51%,33,68%,50,38%,17
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K3) Brand trusted,Total,100%,519,100%,336,100%,199,100%,160,100%,39,100%,155,100%,61,100%,45,100%,49,100%,336,100%,42,100%,42,100%,157,100%,95,100%,199,100%,77,100%,73,100%,49,100%,336,100%,161,100%,175,100%,336,100%,61,100%,109,100%,101,100%,65,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,336,100%,39,100%,85,100%,212,,,100%,183,100%,183,100%,31,100%,152,100%,112,100%,50,100%,38,100%,24,100%,183,100%,97,100%,86,100%,159,100%,56,100%,103,100%,183,100%,19,100%,29,100%,94,100%,41,100%,113,100%,52,100%,44,100%,17,100%,183,100%,94,100%,89,100%,183,100%,13,100%,73,100%,48,100%,28,100%,21,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,183,100%,65,100%,73,100%,45
,No trust at all [=1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Not very trusting [=2],1%,7,1%,5,3%,5,2%,3,5%,2,2%,3,3%,2,,,2%,1,1%,5,,,,,3%,5,,,3%,5,,,1%,1,8%,4,1%,5,1%,2,2%,3,1%,5,3%,2,1%,1,,,3%,2,1%,5,2%,3,1%,2,,,3%,1,2%,1,,,1%,5,3%,1,1%,1,1%,3,,,1%,2,1%,2,3%,1,1%,1,2%,2,,,3%,1,4%,1,1%,2,1%,1,1%,1,1%,1,,,1%,1,1%,2,,,,,2%,2,,,2%,2,2%,1,,,6%,1,1%,2,1%,1,1%,1,1%,2,,,1%,1,,,4%,1,,,1%,5,2%,3,1%,2,,,3%,1,2%,1,,,1%,2,2%,1,,,2%,1
,Neutral [=3],12%,61,15%,51,12%,24,10%,16,21%,8,12%,18,10%,6,22%,10,4%,2,15%,51,12%,5,26%,11,12%,19,17%,16,12%,24,1%,1,11%,8,31%,15,15%,51,14%,23,16%,28,15%,51,13%,8,19%,21,14%,14,12%,8,15%,51,17%,28,14%,23,17%,8,10%,4,16%,7,10%,4,15%,51,15%,6,9%,8,17%,37,,,5%,10,5%,10,3%,1,6%,9,6%,7,2%,1,8%,3,13%,3,5%,10,7%,7,3%,3,4%,7,7%,4,3%,3,5%,10,11%,2,7%,2,6%,6,,,7%,8,2%,1,7%,3,24%,4,5%,10,7%,7,3%,3,5%,10,,,7%,5,2%,1,11%,3,5%,1,15%,51,17%,28,14%,23,17%,8,10%,4,16%,7,10%,4,5%,10,5%,3,1%,1,13%,6
,Somewhat trusting [=4],40%,208,42%,142,40%,79,39%,62,44%,17,33%,51,38%,23,38%,17,22%,11,42%,142,52%,22,60%,25,36%,57,40%,38,40%,79,27%,21,52%,38,41%,20,42%,142,42%,68,42%,74,42%,142,48%,29,36%,39,42%,42,49%,32,42%,142,38%,64,46%,78,46%,21,54%,21,42%,18,44%,18,42%,142,33%,13,49%,42,41%,87,,,36%,66,36%,66,39%,12,36%,54,34%,38,22%,11,37%,14,54%,13,36%,66,29%,28,44%,38,33%,53,61%,34,18%,19,36%,66,53%,10,31%,9,38%,36,27%,11,41%,46,21%,11,59%,26,53%,9,36%,66,43%,40,29%,26,36%,66,15%,2,37%,27,31%,15,36%,10,57%,12,42%,142,38%,64,46%,78,46%,21,54%,21,42%,18,44%,18,36%,66,35%,23,34%,25,40%,18
,Completely trusting [=5],47%,243,41%,138,46%,91,49%,79,31%,12,54%,83,49%,30,40%,18,71%,35,41%,138,36%,15,14%,6,48%,76,43%,41,46%,91,71%,55,36%,26,20%,10,41%,138,42%,68,40%,70,41%,138,36%,22,44%,48,45%,45,35%,23,41%,138,43%,72,39%,66,37%,17,33%,13,40%,17,46%,19,41%,138,49%,19,40%,34,40%,85,,,57%,105,57%,105,55%,17,58%,88,58%,65,76%,38,53%,20,29%,7,57%,105,63%,61,51%,44,62%,98,32%,18,78%,80,57%,105,37%,7,62%,18,53%,50,73%,30,50%,57,75%,39,34%,15,18%,3,57%,105,49%,46,66%,59,57%,105,85%,11,55%,40,67%,32,50%,14,38%,8,41%,138,43%,72,39%,66,37%,17,33%,13,40%,17,46%,19,57%,105,58%,38,64%,47,44%,20
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K4) NPS,Total,100%,519,100%,336,100%,199,100%,160,100%,39,100%,155,100%,61,100%,45,100%,49,100%,336,100%,42,100%,42,100%,157,100%,95,100%,199,100%,77,100%,73,100%,49,100%,336,100%,161,100%,175,100%,336,100%,61,100%,109,100%,101,100%,65,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,336,100%,39,100%,85,100%,212,,,100%,183,100%,183,100%,31,100%,152,100%,112,100%,50,100%,38,100%,24,100%,183,100%,97,100%,86,100%,159,100%,56,100%,103,100%,183,100%,19,100%,29,100%,94,100%,41,100%,113,100%,52,100%,44,100%,17,100%,183,100%,94,100%,89,100%,183,100%,13,100%,73,100%,48,100%,28,100%,21,100%,336,100%,167,100%,169,100%,46,100%,39,100%,43,100%,41,100%,183,100%,65,100%,73,100%,45
,Definitely will not [=0],1%,3,1%,3,2%,3,1%,1,5%,2,2%,3,2%,1,,,4%,2,1%,3,,,,,2%,3,,,2%,3,,,,,6%,3,1%,3,,,2%,3,1%,3,2%,1,,,,,3%,2,1%,3,2%,3,,,,,,,,,,,1%,3,5%,2,,,0%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,3,2%,3,,,,,,,,,,,,,,,,,,
